Run_Accession_Number,Dataset_Info_Dataset_Accession_Number,Sample_Accession_Number,Organism,Organ,Developmental_Stage,Cell_Type,Sequencer,Protocol,Assay_Type,Library_Layout,Ontology_Term,Cell_Cycle_Phase
SRR2077346,GSE70245,SAMN03792484,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077347,GSE70245,SAMN03792485,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077348,GSE70245,SAMN03792486,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077349,GSE70245,SAMN03792487,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077350,GSE70245,SAMN03792488,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077351,GSE70245,SAMN03792489,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077352,GSE70245,SAMN03792490,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077353,GSE70245,SAMN03792491,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2
SRR2077354,GSE70245,SAMN03792492,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077355,GSE70245,SAMN03792493,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077356,GSE70245,SAMN03792471,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077357,GSE70245,SAMN03792472,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2077358,GSE70245,SAMN03792473,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077359,GSE70245,SAMN03792474,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077360,GSE70245,SAMN03792456,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077361,GSE70245,SAMN03792455,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077362,GSE70245,SAMN03792457,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077363,GSE70245,SAMN03792475,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077364,GSE70245,SAMN03792476,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077365,GSE70245,SAMN03792477,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077366,GSE70245,SAMN03792478,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077367,GSE70245,SAMN03792479,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077368,GSE70245,SAMN03792454,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2077369,GSE70245,SAMN03792458,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077370,GSE70245,SAMN03792459,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077371,GSE70245,SAMN03792460,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077372,GSE70245,SAMN03792461,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077373,GSE70245,SAMN03792462,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2077374,GSE70245,SAMN03792463,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077375,GSE70245,SAMN03792464,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077376,GSE70245,SAMN03792465,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077377,GSE70245,SAMN03792466,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077378,GSE70245,SAMN03792467,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077379,GSE70245,SAMN03792468,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077380,GSE70245,SAMN03792469,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2
SRR2077381,GSE70245,SAMN03792453,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077409,GSE70245,SAMN03792583,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2077410,GSE70245,SAMN03792584,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077411,GSE70245,SAMN03792585,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077412,GSE70245,SAMN03792586,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077413,GSE70245,SAMN03792587,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2077414,GSE70245,SAMN03792588,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2
SRR2077415,GSE70245,SAMN03792589,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077416,GSE70245,SAMN03792590,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077417,GSE70245,SAMN03792591,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077418,GSE70245,SAMN03792592,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2
SRR2077419,GSE70245,SAMN03792593,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077420,GSE70245,SAMN03792594,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2077421,GSE70245,SAMN03792595,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077422,GSE70245,SAMN03792596,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2077423,GSE70245,SAMN03792597,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077424,GSE70245,SAMN03792598,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077425,GSE70245,SAMN03792599,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077426,GSE70245,SAMN03792600,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077427,GSE70245,SAMN03792601,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077428,GSE70245,SAMN03792602,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2077429,GSE70245,SAMN03792603,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2077430,GSE70245,SAMN03792604,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077431,GSE70245,SAMN03792605,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077432,GSE70245,SAMN03792606,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077433,GSE70245,SAMN03792607,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2
SRR2077434,GSE70245,SAMN03792608,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2
SRR2077435,GSE70245,SAMN03792609,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2
SRR2077436,GSE70245,SAMN03792611,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077437,GSE70245,SAMN03792612,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077438,GSE70245,SAMN03792613,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077439,GSE70245,SAMN03792614,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077440,GSE70245,SAMN03792615,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2077441,GSE70245,SAMN03792616,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2077442,GSE70245,SAMN03792617,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077443,GSE70245,SAMN03792618,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077444,GSE70245,SAMN03792619,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2077445,GSE70245,SAMN03792620,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2077446,GSE70245,SAMN03792621,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077447,GSE70245,SAMN03792622,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077448,GSE70245,SAMN03792623,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077449,GSE70245,SAMN03792624,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077450,GSE70245,SAMN03792625,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077451,GSE70245,SAMN03792626,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077452,GSE70245,SAMN03792627,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077453,GSE70245,SAMN03792628,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077454,GSE70245,SAMN03792629,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077455,GSE70245,SAMN03792630,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077456,GSE70245,SAMN03792631,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077457,GSE70245,SAMN03792632,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077458,GSE70245,SAMN03792633,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077459,GSE70245,SAMN03792610,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077460,GSE70245,SAMN03792664,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2077461,GSE70245,SAMN03792665,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077462,GSE70245,SAMN03792666,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077463,GSE70245,SAMN03792667,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077464,GSE70245,SAMN03792668,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077465,GSE70245,SAMN03792669,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2077466,GSE70245,SAMN03792670,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077467,GSE70245,SAMN03792671,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2077468,GSE70245,SAMN03792672,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2077469,GSE70245,SAMN03792673,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077470,GSE70245,SAMN03792674,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077471,GSE70245,SAMN03792680,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077472,GSE70245,SAMN03792681,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077473,GSE70245,SAMN03792682,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
SRR2077474,GSE70245,SAMN03792683,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077475,GSE70245,SAMN03792684,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077476,GSE70245,SAMN03792675,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077477,GSE70245,SAMN03792676,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2
SRR2077478,GSE70245,SAMN03792677,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2
SRR2077479,GSE70245,SAMN03792678,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077480,GSE70245,SAMN03792679,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077481,GSE70245,SAMN03792686,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077482,GSE70245,SAMN03792687,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",M.G1
SRR2077483,GSE70245,SAMN03792688,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077484,GSE70245,SAMN03792685,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077485,GSE70245,SAMN03792689,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",S
SRR2077486,GSE70245,SAMN03792690,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G1.S
SRR2077487,GSE70245,SAMN03792691,"Mus musculus","Bone marrow",Adult,"GMP Progenitors","Illumina HiSeq 2500",SMARTer,RNA-Seq,Paired-end,"OMIT:0026108 [Granulocyte-Macrophage Progenitor Cells]",G2.M
